Country,Year,Yearly Average Temperature,Nitrogen Oxide,Sulphur Dioxide,Carbon Monoxide,Organic Carbon,NMVOCs,Black Carbon,Ammonia
Japan,1951,12.146666666666668,397541.28,909098.91,2025713.61,29614.9,211125.17,21634.97,423698.8
Jordan,1951,20.028666666666663,1300.72,803.83,7681.72,30.24,2801.55,45.77,1654.21
Kazakhstan,1951,5.319583333333333,244923.59,1033276.02,371871.8,10882.38,49305.6,4102.58,15443.28
Kenya,1951,23.989666666666665,21091.63,12794.56,795764.03,21233.02,153810.93,6810.36,62209.21
Kiribati,1951,27.313333333333333,6.04,3.17,913.78,58.72,65.62,17.56,96.63
Kuwait,1951,25.565916666666663,17974.08,7317.08,87156.82,383.48,237825.32,1231.46,620.39
Kyrgyzstan,1951,2.808416666666666,27573.74,88915.06,236758.23,9828.07,43086.65,1168.35,4683.31
Laos,1951,23.725166666666667,7895.66,1876.66,89819.55,5689.24,31109.63,1455.64,18149.66
Latvia,1951,5.60625,31930.01,36293.13,402814.31,15768.8,48969.04,1965.53,19592.75
Lebanon,1951,18.16625,13279.74,12321.95,88695.86,794.57,20651.55,363.01,4238.57
Lesotho,1951,13.421833333333332,1100.51,161.91,96602.39,3816.3,11436.39,1017.09,6606.27
Liberia,1951,25.45266666666667,1920.9,538.46,132951.2,6767.85,23001.45,1858.47,6395.41
Libya,1951,22.695083333333333,2500.73,943.6,49572.88,1912.13,6818.14,554.37,4473.02
Liechtenstein,1951,5.2925,8.26,1.5,836.33,18.12,129.69,2.04,22.71
Lithuania,1951,6.40325,20840.31,36007.26,407096.98,13185.63,77685.78,2421.1,29126.3
Luxembourg,1951,9.61925,5592.76,9327.34,210542.09,950.1,6337.75,656.27,3310.58
Madagascar,1951,22.67275,6919.84,2395.76,314704.2,15273.16,34615.8,4330.35,40625.96
Malawi,1951,21.4455,3006.89,1487.6,258748.33,14036.98,25408.05,3837.04,10451.49
Malaysia,1951,26.189916666666665,4190.86,2279.0,336194.72,11579.72,62205.36,3186.09,29626.27
Mali,1951,28.683333333333334,5571.45,1575.91,316046.96,15895.07,35807.6,4358.92,35763.92
Malta,1951,18.6765,1977.62,2317.28,29620.01,202.62,1753.5,52.2,867.9
Martinique,1951,26.20233333333333,1068.24,170.64,6047.9,606.3,1053.73,107.39,840.54
Mauritania,1951,27.3685,1579.05,387.84,56006.39,3013.17,4721.61,826.34,9952.99
Mauritius,1951,23.54291666666667,4104.67,901.21,92298.08,1605.31,4635.14,378.29,2387.2
Mexico,1951,21.11758333333333,234966.12,638146.8,3492553.47,99720.04,583146.94,29632.39,193902.02
Moldova,1951,10.101416666666667,47213.67,49426.71,214880.06,9084.01,23362.87,1744.21,20477.09
Mongolia,1951,-0.7001666666666662,17891.53,4862.03,113128.27,2834.28,4575.1,989.32,37113.7
Montenegro,1951,11.411416666666668,539.1,105.26,58326.22,2164.8,8990.1,463.48,929.61
Montserrat,1951,26.4875,28.26,2.19,663.08,45.53,60.57,11.88,111.15
Morocco,1951,17.59391666666667,24663.66,35133.47,645061.23,26900.11,62981.61,7881.95,40533.02
Mozambique,1951,23.54208333333333,10797.85,8024.16,593100.11,16233.83,117051.05,4288.77,40655.25
Namibia,1951,20.61958333333333,1810.9,59.79,22454.82,1416.97,3355.44,378.7,13010.67
Nepal,1951,15.288083333333336,13791.91,5011.2,840449.78,34821.01,102154.77,9497.31,47383.85
Netherlands,1951,9.962083333333334,176862.97,235131.26,1462725.23,30725.58,202295.93,16897.16,84609.58
New Caledonia,1951,22.578416666666666,1565.23,2422.51,4772.73,141.49,1046.79,61.73,661.65
New Zealand,1951,10.076333333333332,38126.51,56263.42,291521.24,3269.93,44167.82,2099.21,65625.51
Nicaragua,1951,26.25,3803.94,1622.24,116397.52,5920.68,18550.05,1520.45,13608.36
Niger,1951,27.63908333333333,2939.08,346.45,97868.86,5510.3,16842.05,1471.84,24573.22
Nigeria,1951,26.753500000000003,50366.8,16309.6,3087053.26,125571.04,559523.54,33000.86,215758.34
Niue,1951,24.88833333333333,13.32,1.28,149.0,13.3,44.92,2.84,22.83
North America,1951,1.9306666666666663,16351111.8,23053291.95,126936640.2,1364344.86,21321807.45,684180.05,2128396.04
North Korea,1951,7.130333333333334,31152.77,9730.03,1683713.54,22641.84,81233.27,8695.87,36429.76
Norway,1951,0.1244999999999999,62777.03,74888.5,343590.99,4991.01,56211.6,2804.62,13617.33
Oceania,1951,21.386750000000003,322064.4,583757.12,2002438.7,40482.14,399656.9,17179.97,312991.12
Oman,1951,27.093333333333334,69.88,0.61,157.72,7.93,167.02,1.37,1088.12
Pakistan,1951,20.74858333333333,66385.42,110490.37,2391075.89,72179.73,331288.56,24064.84,195570.04
Palau,1951,27.501500000000004,21.24,0.59,124.67,11.98,59.24,2.56,18.66
Panama,1951,26.48775,5970.3,4074.06,100234.05,4071.78,21764.4,1034.7,9233.99
Papua New Guinea,1951,24.426416666666668,1613.76,663.55,69279.44,3177.8,12303.65,959.22,6230.27
Paraguay,1951,23.428833333333333,5844.62,638.35,160021.1,8836.88,23286.2,2224.94,22350.2
Peru,1951,20.0065,48920.58,95712.44,1027492.39,31831.3,154108.79,9104.83,57271.02
Philippines,1951,26.737,35821.58,77909.81,1158351.62,52193.41,222822.37,13904.43,84603.43
Poland,1951,8.356833333333332,233244.33,1011923.99,2551706.16,102438.38,354683.72,52999.85,200354.95
Portugal,1951,14.469416666666667,26625.5,36153.42,370792.87,6791.18,69193.95,2160.29,41012.23
Puerto Rico,1951,25.59508333333333,16849.63,20521.56,125216.97,6617.2,15162.95,1343.08,7353.32
Qatar,1951,27.114,6543.46,2441.81,34885.72,118.2,30404.6,354.17,80.97
Reunion,1951,23.203666666666667,460.71,214.94,18907.69,588.71,1374.09,217.26,936.66
Romania,1951,10.047666666666666,96955.54,157622.43,1067852.25,43680.34,178872.56,6967.73,148851.84
Russia,1951,-5.055916666666667,1375005.82,3748227.05,15504471.18,718638.75,2434667.58,151439.62,1217713.73
Rwanda,1951,19.062416666666667,1354.31,482.18,182622.66,8504.55,17282.4,2335.78,7895.72
Saint Lucia,1951,26.75658333333333,192.39,31.96,3878.32,292.57,680.74,73.85,358.51
Samoa,1951,26.434583333333336,73.62,36.58,1744.25,145.3,366.4,44.19,417.48
Saudi Arabia,1951,26.035916666666665,23944.11,49583.54,89006.06,431.15,323991.31,1303.3,6784.8
Senegal,1951,27.828833333333336,2514.2,837.06,207050.39,5634.93,36052.84,1613.77,19947.29
Serbia,1951,11.271,20962.66,157023.98,342016.18,17554.66,53852.92,3169.4,12079.52
Seychelles,1951,26.87758333333333,29.76,6.92,2493.63,98.36,149.59,44.18,117.19
Sierra Leone,1951,26.056416666666667,2596.02,681.91,154437.61,7494.54,21835.71,2059.65,8915.51
Singapore,1951,26.840000000000003,10136.21,26267.44,75497.69,2531.89,19676.3,1019.97,4036.81
Slovakia,1951,8.8405,30799.38,160572.03,229096.28,10808.37,60438.05,1653.56,20786.32
Slovenia,1951,10.677916666666668,55257.07,25060.77,85600.28,2623.3,16187.05,253.61,13581.35
Solomon Islands,1951,26.5625,21.17,8.34,1708.94,158.39,283.04,47.77,324.17
Somalia,1951,26.92658333333333,6438.53,674.46,174074.7,8634.4,23086.69,2385.41,40948.12
South Africa,1951,17.002333333333336,271370.69,554496.82,2449246.24,82442.65,377759.85,28993.76,114095.15
South America,1951,21.93475,925767.7,1500545.22,12965722.13,443978.03,2796957.33,130368.28,1217035.59
South Korea,1951,12.228416666666666,16855.03,25655.3,1677109.56,45061.45,65691.01,17937.84,65799.92
Spain,1951,13.347083333333332,155606.61,346301.24,1124196.19,22881.62,121231.61,11122.0,183662.38
Sri Lanka,1951,27.01533333333333,20525.16,16506.98,659650.66,23326.65,105035.91,6200.43,32841.62
Sudan,1951,26.874416666666665,18753.04,4234.92,1162347.21,29991.47,216769.03,8592.58,85219.0
Suriname,1951,26.48625,1049.67,366.64,15618.24,570.97,2311.11,157.5,1266.85
Sweden,1951,2.580666666666666,109553.01,227645.97,644793.26,9251.78,102010.58,6825.66,42538.62
Switzerland,1951,7.400333333333333,44849.48,53717.62,569399.76,10374.55,69991.63,4782.78,62006.98
Syria,1951,18.395333333333333,2715.87,1870.99,11649.49,152.34,5756.39,83.5,10087.64
Taiwan,1951,22.156666666666663,20992.65,126812.94,218463.78,11361.77,55379.56,5348.61,26987.71
Tajikistan,1951,3.848,6699.9,14789.22,244759.57,8429.88,38230.61,927.01,4208.04
Tanzania,1951,22.22866666666667,13775.79,3087.98,1011798.36,49069.87,137909.96,13125.46,64453.21
Thailand,1951,26.2575,20635.64,9311.63,1194390.85,28111.53,233535.27,8407.99,111086.94
Togo,1951,27.19725,1094.87,227.23,95884.59,3351.65,19468.7,936.7,7557.41
Tonga,1951,22.87675,86.26,62.43,1710.48,87.47,215.98,27.56,212.83
Tunisia,1951,20.232916666666668,8442.75,17943.83,172695.9,5896.11,26869.57,1811.06,16470.95
Turkey,1951,12.062916666666666,52923.18,110335.28,1939465.12,47404.76,314504.85,10632.43,210226.92
Turkmenistan,1951,14.484833333333334,13143.13,15306.12,108362.97,3942.54,12615.28,938.78,2818.38
Uganda,1951,22.889166666666668,11140.02,1951.88,533478.6,26305.57,113097.64,7159.07,43956.11
Ukraine,1951,8.413583333333333,418959.4,2022693.79,3852489.57,128897.38,519090.98,21714.62,453690.26
United Arab Emirates,1951,27.89366666666667,26.56,51.59,20.22,0.65,42.41,0.11,285.84
United Kingdom,1951,8.439,1406123.43,5222929.48,12972011.9,295208.67,1398973.43,218903.09,209176.62
United States,1951,8.416583333333334,14846007.24,18931393.23,109586829.5,916771.12,17899937.26,563353.25,1539565.66
Uruguay,1951,17.33925,27687.98,21608.91,253293.57,6527.54,34270.88,2109.27,54739.05
Uzbekistan,1951,11.909083333333331,45316.88,408348.6,565158.75,17300.37,33442.67,2119.3,13834.66
Venezuela,1951,25.358666666666664,157911.75,250087.82,1842473.87,14252.84,1001578.34,6651.02,41665.21
Vietnam,1951,23.86366666666667,31610.54,12164.77,1391510.21,74449.06,549974.23,19878.94,152478.2
Western Sahara,1951,21.95883333333333,39.07,3.62,1290.66,83.05,53.9,21.99,212.26
Yemen,1951,26.388083333333334,1558.63,156.91,14748.7,173.57,3064.95,39.93,15534.47
Zambia,1951,21.294166666666666,8290.89,561286.11,387599.38,13216.04,61780.43,3867.48,18973.1
Zimbabwe,1951,21.10233333333333,4752.67,5316.16,422791.59,22751.82,52145.92,6076.17,31044.7
Afghanistan,1952,14.175416666666669,21627.07,808.01,397146.98,15248.12,33781.44,4596.74,36974.06
Africa,1952,24.275916666666664,794662.42,1723759.95,22380727.01,868626.65,3578307.59,247543.99,1592077.0
Albania,1952,13.573916666666667,3561.05,4639.26,129538.26,6040.56,15190.8,602.89,9547.04
Algeria,1952,23.18541666666667,21707.09,17744.02,574359.32,23317.83,44567.82,6846.64,22568.26
American Samoa,1952,27.06375,204.72,179.79,507.72,18.76,129.7,9.92,59.4
Angola,1952,22.18766666666667,5939.3,2046.46,538321.74,23286.93,91366.53,6298.55,34777.79
Argentina,1952,14.916333333333332,275270.91,93090.51,2101344.09,31737.96,314420.02,14411.4,272536.53
Armenia,1952,9.21,5552.82,11784.83,165652.04,6288.79,17260.61,694.05,7492.01
Aruba,1952,28.50583333333333,243.44,261560.05,1242.53,92.0,278.26,43.62,108.53
Asia,1952,7.213083333333333,2749053.12,5975690.14,85389757.2,2706185.81,12428515.01,948451.76,7664659.29
Australia,1952,21.487,276138.25,577171.94,1620311.47,32963.82,343224.35,13914.83,244160.43
Austria,1952,6.195333333333334,64657.37,136365.01,1091562.99,17597.61,140630.65,5513.73,37351.89
Azerbaijan,1952,11.675833333333337,11026.36,16903.16,324791.33,16061.36,29801.53,1941.98,23496.72
Bahamas,1952,25.2525,441.89,118.18,3233.0,178.16,504.18,47.69,293.96
Bahrain,1952,26.158916666666663,2770.11,325.4,15275.27,37.6,32472.85,75.04,163.44
Bangladesh,1952,25.159166666666668,27183.95,24442.63,1074890.86,48037.85,217419.72,16900.57,159626.49
Barbados,1952,26.93075,4958.38,183.87,13868.31,995.98,2270.54,222.16,1127.4
Belarus,1952,5.658333333333332,54086.9,199532.44,1187494.75,60333.16,260611.81,8243.89,134119.26
Belgium,1952,9.495083333333334,156470.18,644685.83,1673034.97,40089.08,179544.63,24588.54,55333.89
Belize,1952,25.43375,736.69,44.99,6699.51,161.73,2434.53,40.15,847.42
Benin,1952,27.271666666666665,4250.6,608.96,111776.04,7759.55,29966.53,2134.44,13962.1
Bhutan,1952,12.196666666666664,5546.29,2147.82,42763.52,837.67,27495.45,222.73,12310.61
Bolivia,1952,20.806500000000003,7387.66,2341.68,118820.84,2625.12,21270.51,731.68,25813.17
Botswana,1952,22.47141666666667,1035.46,116.33,51631.43,2760.91,6342.41,738.38,9490.17
Brazil,1952,24.85166666666667,281715.11,174929.24,5355331.54,276439.53,906948.1,75061.48,592484.7
British Virgin Islands,1952,26.60908333333333,13.41,1.3,348.75,26.31,33.13,6.76,43.42
Bulgaria,1952,11.5185,34630.67,919664.56,426110.43,21657.81,69709.75,1963.22,81320.88
Burkina Faso,1952,27.98,6077.96,1699.95,316795.81,15845.62,59140.06,4251.83,28118.59
Burundi,1952,20.279166666666665,2113.54,491.85,177379.9,8387.72,25858.31,2327.0,11061.93
Cambodia,1952,26.915333333333336,10997.6,3676.85,235594.12,12671.5,59841.35,3230.04,32499.16
Cameroon,1952,24.45566666666667,10718.53,2066.25,537696.67,26831.69,73036.23,7157.24,29437.33
Canada,1952,-3.984666666666667,998017.19,2956898.3,10367409.39,206561.22,2178810.01,54075.65,153626.17
Cape Verde,1952,24.045,113.08,101.54,10229.25,330.82,694.4,123.23,456.08
Cayman Islands,1952,26.78408333333333,12.55,1.09,331.82,23.4,46.47,6.09,30.43
Central African Republic,1952,25.617416666666667,2092.56,599.18,109807.65,5272.24,18655.65,1452.61,8506.51
Chad,1952,27.556,3981.39,666.21,190989.34,9842.72,21918.04,2655.98,24732.12
Chile,1952,9.83,50654.51,954718.19,864717.01,24937.64,125426.45,7659.82,43725.99
China,1952,6.640916666666667,692243.14,1455874.83,41474184.92,921380.15,4377665.99,392595.52,3654690.83
Colombia,1952,25.066166666666664,79804.21,51479.77,1169082.58,43048.1,240831.14,11988.08,109788.56
Comoros,1952,25.96675,67.38,28.89,9974.78,662.76,557.88,176.02,544.48
Congo,1952,24.678,4349.41,1534.31,86689.5,3285.05,15133.31,982.65,3928.18
Costa Rica,1952,25.80258333333333,6578.36,2093.25,130901.11,6246.99,14611.1,1644.24,8930.29
Croatia,1952,11.887583333333332,21429.92,96248.95,440468.14,19654.88,45529.35,1815.21,37743.62
Cuba,1952,25.472,138074.45,68090.77,1594908.3,44639.13,293006.99,10870.84,86393.42
Cyprus,1952,19.29058333333333,3811.61,3401.39,30350.43,722.54,4146.49,186.39,3919.0
Denmark,1952,-17.365666666666666,67100.46,86064.17,509603.23,7505.36,81442.54,5075.51,70086.85
Djibouti,1952,28.56625,659.17,303.55,6013.47,230.65,750.49,69.68,369.33
Dominica,1952,26.543333333333333,82.91,16.62,2522.9,134.98,506.6,34.82,254.77
Dominican Republic,1952,25.92075,22964.39,5237.76,326380.28,12518.01,56137.33,3063.69,21126.9
Ecuador,1952,21.89475,11559.38,5113.64,263974.31,10714.2,40209.55,2925.33,25549.31
Egypt,1952,23.263,128572.34,95921.73,815589.85,26568.86,222139.71,8812.39,79804.87
El Salvador,1952,25.25633333333333,7631.61,3267.27,176327.39,7476.83,48696.36,1951.53,18561.21
Equatorial Guinea,1952,25.08725,236.25,101.78,18423.18,945.52,2900.77,254.65,916.32
Eritrea,1952,27.101166666666668,1025.82,153.92,73156.75,3245.43,8607.35,907.25,8783.96
Estonia,1952,4.454833333333333,16968.42,90757.12,258373.19,9402.78,26405.9,1300.26,7457.56
Ethiopia,1952,23.174666666666667,26453.75,4137.11,2078279.65,78439.87,344950.72,21930.46,174125.17
Europe,1952,7.9264166666666656,7302382.53,25616981.32,70896175.27,2382872.34,10274646.48,757182.7,4704486.81
Fiji,1952,25.415000000000003,8538.44,1271.74,12379.46,519.33,3224.16,179.15,1848.13
Finland,1952,1.1404166666666666,53023.14,108432.73,916015.87,33095.55,101659.16,4813.71,25879.84
France,1952,13.088916666666668,587307.61,1158780.69,9129825.48,163037.87,1337749.51,77672.88,352416.06
French Guiana,1952,26.09133333333333,76.6,20.03,1500.23,85.83,220.61,22.08,101.21
French Polynesia,1952,26.47375,147.47,16.76,2804.86,196.61,283.7,46.49,202.32
Gabon,1952,24.43825,1069.93,363.38,84772.03,4992.69,11229.05,1314.45,3003.51
Gambia,1952,27.2635,280.34,106.75,18732.93,1030.75,1645.58,276.76,1480.16
Georgia,1952,8.909,18888.23,29282.81,373289.9,16865.85,47738.36,1959.72,27639.95
Germany,1952,8.006833333333333,984748.29,5262961.98,7779081.24,406017.31,1120840.9,74203.72,435636.49
Ghana,1952,26.784,13083.58,3116.15,475673.91,17876.06,69277.9,5012.47,23116.79
Greece,1952,15.86425,38488.69,203878.2,380065.95,6529.7,70874.77,1574.01,38749.59
Greenland,1952,-17.874750000000002,3.17,1.07,5.73,0.18,19.71,0.02,45.6
Grenada,1952,27.199916666666667,180.58,27.6,3647.79,224.99,740.56,57.49,347.93
Guadeloupe,1952,26.642,1746.35,145.05,13130.82,904.69,1776.97,214.71,926.68
Guam,1952,27.05175,0.16,0.04,11.71,0.82,4.45,0.25,0.14
Guatemala,1952,23.527,21826.33,5201.41,339516.39,18644.68,57035.36,4778.22,22276.06
Guinea,1952,25.4695,4214.39,1205.49,261270.29,12827.7,43147.62,3483.41,17849.41
Guyana,1952,26.412000000000003,14680.87,601.71,54481.79,1889.55,10879.75,449.75,4717.65
Haiti,1952,26.539916666666667,7984.21,1527.0,224473.43,12209.32,47982.23,3221.33,26298.89
Honduras,1952,24.935,7083.55,2224.74,179230.99,8862.72,29263.75,2315.81,15082.17
Hong Kong,1952,23.3475,10030.97,7122.76,26173.29,306.11,7172.83,412.57,3983.95
Hungary,1952,10.117416666666667,96154.01,731287.52,914150.74,35722.62,125741.68,5716.89,101463.44
Iceland,1952,1.4396666666666669,45527.41,29280.23,16873.39,238.76,6505.96,283.15,2315.14
India,1952,24.3655,474327.83,500267.69,17457615.67,858115.75,2700560.15,274829.49,1577378.67
Indonesia,1952,26.078333333333337,107673.18,90870.24,4624967.77,226885.04,976541.72,63310.66,316853.72
Iran,1952,17.55225,33363.01,26469.19,145290.82,1603.38,61588.67,1171.02,75560.6
Iraq,1952,22.300750000000004,48467.5,41741.84,264172.85,952.95,218898.3,2043.64,24684.02
Ireland,1952,9.37725,48472.43,92044.59,381687.78,16542.19,65180.1,5119.73,54128.57
Israel,1952,20.390666666666664,22463.91,34054.21,66382.13,261.72,23127.95,542.99,6001.11
Italy,1952,13.26125,190534.6,370588.37,2303169.63,37328.06,432908.1,10839.32,294320.28
Jamaica,1952,26.36083333333333,7196.21,6223.2,172817.09,4314.77,40298.24,1329.83,12007.45
Japan,1952,11.939666666666668,442075.35,897623.86,2036784.06,29419.01,214779.59,21819.3,439432.89
Jordan,1952,20.145,1526.42,966.58,8976.06,35.08,3246.62,54.55,1799.25
Kazakhstan,1952,4.88525,259325.86,1483637.13,402389.29,11489.79,52880.15,4553.56,16139.66
Kenya,1952,24.389666666666667,22848.28,14328.65,812332.85,21489.64,159363.12,6933.75,64043.73
Kiribati,1952,27.08175,6.35,3.24,868.29,59.93,64.78,17.91,100.08
Kuwait,1952,25.49291666666667,20752.59,8542.17,102639.04,467.32,312850.04,1556.71,674.34
Kyrgyzstan,1952,3.08175,28950.73,90168.26,238481.93,9893.74,44188.11,1189.12,4773.28
Laos,1952,23.987666666666662,8672.71,1871.17,98081.88,5673.45,31393.79,1451.48,19258.43
Latvia,1952,4.965083333333333,33559.57,38188.22,401682.56,15714.57,49842.34,2001.1,19907.25
Lebanon,1952,18.30325,10790.43,9841.37,76463.28,799.7,17364.34,322.75,4412.33
Lesotho,1952,13.997916666666669,1129.01,161.82,94965.7,3811.48,11486.9,1015.4,6720.36
Liberia,1952,25.50616666666667,2061.35,597.58,134907.07,6740.1,23160.82,1854.43,6443.7
Libya,1952,22.721083333333336,2433.92,907.05,48774.16,1948.85,6788.16,562.29,4582.61
Liechtenstein,1952,4.672,8.29,1.48,803.86,17.78,128.92,2.02,22.88
Lithuania,1952,5.533916666666666,22420.74,38497.41,411082.47,13038.73,78729.77,2474.18,29739.96
Luxembourg,1952,9.230166666666667,5884.11,9776.46,212161.19,1052.27,6535.19,732.35,3423.11
Madagascar,1952,22.823916666666666,7468.06,2881.24,331110.17,15735.41,35990.0,4473.95,41980.43
Malawi,1952,21.3635,3237.16,1610.32,252320.01,14188.14,26043.6,3882.07,10717.83
Malaysia,1952,26.170666666666666,4869.26,2870.93,349250.66,11851.52,64494.63,3273.77,31136.66
Mali,1952,28.136,5891.77,1748.2,316368.86,16329.22,37862.36,4483.18,36492.86
Malta,1952,19.3355,2001.7,2312.1,28111.23,191.41,1713.27,49.03,880.43
Martinique,1952,26.543333333333333,1136.32,188.9,6320.88,646.01,1113.7,114.6,872.54
Mauritania,1952,27.22175,1658.49,401.4,55279.23,3097.72,4838.27,850.18,10295.33
Mauritius,1952,23.549916666666665,4710.6,1042.45,97656.45,1618.18,4988.89,380.52,2498.36
Mexico,1952,20.88733333333333,245090.87,572883.41,3578751.09,101290.91,601626.03,30274.52,201404.31
Moldova,1952,9.500583333333331,48934.08,50939.99,211338.58,9263.8,24702.64,1800.82,21170.06
Mongolia,1952,-1.3803333333333336,19718.61,4895.87,111187.32,2893.24,4549.94,1010.86,38618.03
Montenegro,1952,11.242166666666668,573.82,110.11,59014.78,2262.75,9475.94,488.58,959.75
Montserrat,1952,26.665750000000003,29.06,2.2,625.18,45.62,59.89,11.87,116.08
Morocco,1952,17.892750000000003,29414.9,44728.83,646560.02,27730.17,70948.27,8245.23,42049.38
Mozambique,1952,23.732250000000004,11530.77,9199.93,637944.21,16347.82,120276.83,4327.71,41439.22
Namibia,1952,20.987166666666667,1864.1,60.8,22584.88,1440.82,3413.33,385.16,13328.72
Nepal,1952,15.285666666666666,14349.24,5118.21,839893.68,35573.22,104597.33,9702.8,48664.61
Netherlands,1952,9.343083333333334,180182.14,242331.6,1412862.58,30231.54,200877.44,16855.14,88054.56
New Caledonia,1952,23.1685,2250.86,4006.11,5876.45,144.63,1421.28,68.99,674.99
New Zealand,1952,10.40575,42030.33,62697.67,322614.71,3388.67,48855.11,2312.84,67643.77
Nicaragua,1952,26.11825,4557.95,2142.65,126495.43,6084.98,20909.67,1573.76,14193.44
